190	tv_series	Mr. Robot	fsociety arcade	abandoned Coney Island arcade
191	western_animation	The Simpsons	Simpson family living room	brown couch sailboat painting
192	western_animation	The Simpsons	Moe's Tavern	dive bar red booths
193	western_animation	SpongeBob SquarePants	Bikini Bottom skyline	underwater houses flower clouds
194	western_animation	SpongeBob SquarePants	Krusty Krab interior	boat cashier counter
195	western_animation	Family Guy	Griffin family living room	purple couch staircase
196	western_animation	South Park	School bus stop	snowy mountain road sign
197	western_animation	Futurama	Planet Express headquarters	red spaceship hangar
198	western_animation	Rick and Morty	Rick's garage lab	portal gun workbench
199	western_animation	BoJack Horseman	BoJack's house pool	Hollywood hills pool deck
200	western_animation	Adventure Time	Tree Fort	giant tree house grassland
201	western_animation	Regular Show	The Park house	white two-story park house
202	western_animation	The Amazing World of Gumball	Watterson living room	cartoon blue sofa staircase
203	western_animation	Gravity Falls	Mystery Shack exterior	forest tourist trap sign
204	western_animation	Avatar: The Last Airbender	Southern Air Temple	mountain temple statues
205	western_animation	Teen Titans	Titans Tower common room	T-shaped tower windows
206	western_animation	Tom and Jerry	Living room mouse hole	classic MGM house fireplace
207	western_animation	Looney Tunes	Desert highway	Wile E Coyote desert road
208	western_animation	Dexter's Laboratory	Dexter's secret laboratory	blue futuristic lab
209	western_animation	Courage the Cowardly Dog	Nowhere farmhouse	pink farmhouse barren desert
210	western_animation	The Powerpuff Girls	Townsville skyline	bright geometric city
211	western_animation	Phineas and Ferb	Flynn-Fletcher backyard	suburban backyard inventions
212	western_animation	The Fairly OddParents	Timmy Turner's bedroom	pink hat bed fishbowl
213	western_animation	Rugrats	Pickles family living room	playpen 1990s living room
214	western_animation	Hey Arnold!	Arnold's rooftop bedroom	glass ceiling city skyline
215	western_animation	Ed, Edd n Eddy	Peach Creek cul-de-sac	suburban circular street
216	western_animation	Bob's Burgers	Bob's Burgers restaurant interior	red booths counter
217	western_animation	Toy Story	Andy's bedroom	blue cloud wallpaper
218	western_animation	Monsters, Inc.	Scare Floor	rows of closet doors factory
219	western_animation	Cars	Radiator Springs main street	Route 66 neon town
220	western_animation	Shrek	Shrek's swamp	tree stump house muddy swamp
221	anime	Dragon Ball	Kame House	pink house tiny tropical island
222	anime	Dragon Ball Z	Hyperbolic Time Chamber	endless white void clock building
223	anime	Naruto	Hokage Rock and Hidden Leaf Village	mountain faces Konoha rooftops
224	anime	Naruto	Ichiraku Ramen shop	small ramen counter red curtains
225	anime	One Piece	Going Merry deck	sheep figurehead pirate ship
226	anime	One Piece	Water 7 canals	Venetian city canals shipyards
227	anime	Pokémon anime	Pokémon Center interior	red healing counter Poké Ball
228	anime	Attack on Titan	Shiganshina District gate	walled medieval city giant gate
229	anime	Demon Slayer	Infinity Castle	impossible Japanese rooms stairs
230	anime	Jujutsu Kaisen	Shibuya Station incident	subway concourse Halloween night
231	anime	My Hero Academia	U.A. High School main building	giant H-shaped academy
232	anime	Sailor Moon	Hikawa Shrine	red Shinto shrine stairs
233	anime	Neon Genesis Evangelion	NERV command center	orange screens pyramid headquarters
234	anime	Akira	Neo-Tokyo highway	red futuristic city highway
235	anime	Ghost in the Shell (1995)	Hong Kong-inspired canal city	dense cyberpunk waterfront
236	anime	Cowboy Bebop	Bebop ship lounge	yellow couch spaceship interior
237	anime	Spirited Away	Bathhouse exterior	red illuminated Japanese bathhouse
238	anime	My Neighbor Totoro	Rainy bus stop	rural bus stop night rain
239	anime	Howl's Moving Castle	Moving castle in the wasteland	mechanical walking castle
240	anime	Princess Mononoke	Forest of the Forest Spirit	kodama ancient forest
241	anime	Your Name	Suga Shrine staircase	Tokyo red handrail stairs
242	anime	Weathering with You	Rooftop shrine	Tokyo rooftop torii gate
243	anime	One-Punch Man	Z-City ruins	destroyed empty city
244	anime	Bleach	Seireitei and Soul Society	white walls Japanese spirit city
245	anime	Hunter x Hunter	Heavens Arena	giant tower city
246	anime	Fullmetal Alchemist: Brotherhood	Central Command headquarters	Amestris military building
247	anime	JoJo's Bizarre Adventure: Stardust Crusaders	DIO's mansion	Cairo mansion grand staircase
248	anime	Yu-Gi-Oh!	KaibaCorp Duel Tower arena	futuristic duel platform
249	anime	Initial D	Mount Akina hairpin road	Japanese mountain pass at night
250	anime	Haikyu!!	Karasuno High gym	orange volleyball court
251	music_video	Michael Jackson — Thriller	Zombie street outside the Palace Theatre	1983 official music video night street
252	music_video	a-ha — Take On Me	Diner and comic-book portal	1985 rotoscope music video
253	music_video	Britney Spears — ...Baby One More Time	High-school hallway	school lockers dance
254	music_video	Beyoncé — Single Ladies	White cyclorama dance room	black and white seamless studio
255	music_video	Childish Gambino — This Is America	Empty warehouse	industrial warehouse official video
256	music_video	Drake — Hotline Bling	Colored light cube rooms	pastel glowing geometric set
257	music_video	Lady Gaga — Bad Romance	White bathhouse pods	futuristic white set
258	music_video	Nirvana — Smells Like Teen Spirit	High-school gym	bleachers cheerleaders grunge
259	music_video	Jamiroquai — Virtual Insanity	Moving-floor grey room	minimal grey room black sofa
260	music_video	Sia — Chandelier	Abandoned apartment	sepia empty apartment dancer
261	music_video	Fatboy Slim — Weapon of Choice	Hotel lobby	Christopher Walken empty hotel
262	music_video	OK Go — Here It Goes Again	Treadmill room	eight treadmills white studio
263	music_video	Kendrick Lamar — HUMBLE.	Last Supper tableau	long table church-like room
264	music_video	The Weeknd — Blinding Lights	Las Vegas neon boulevard	red suit night casino street
265	music_video	Daft Punk — Around the World	Color-coded circular stage	Michel Gondry dancers staircase
266	tv_youtube_set	The Graham Norton Show	Red sofa studio set	purple city lights red couch
267	tv_youtube_set	The Oprah Winfrey Show	Harpo studio stage	cream chairs audience stage
268	tv_youtube_set	The Jerry Springer Show	Brick-wall talk-show stage	blue logo brick wall audience
269	tv_youtube_set	Who Wants to Be a Millionaire?	Circular blue hot-seat set	four answer screens spotlights
270	tv_youtube_set	Jeopardy!	Blue clue-board stage	three podiums grid board
271	tv_youtube_set	Wheel of Fortune	Wheel and puzzle-board stage	giant wheel colorful set
272	tv_youtube_set	The Price Is Right	Contestants' Row stage	bright doors showcase podiums
273	tv_youtube_set	Deal or No Deal	Briefcase stage	models stairs blue gold lights
274	tv_youtube_set	The Crystal Maze	Crystal Dome	geodesic crystal dome game show
275	tv_youtube_set	Top Gear	Dunsfold studio hangar	cars audience hangar boards
276	tv_youtube_set	Hot Ones	Black table interview set	black wall wings table
277	tv_youtube_set	Chicken Shop Date	Morley's chicken-shop table	London fried chicken booth
278	tv_youtube_set	Between Two Ferns	Black-curtain fern set	two chairs potted ferns
279	tv_youtube_set	The Eric Andre Show	Destroyed low-budget talk-show set	brown desk skyline chaotic set
280	tv_youtube_set	The Joe Rogan Experience	Red-brick podcast studio	neon sign round table microphones
281	real_world	The White House	Oval Office	Resolute desk presidential office
282	real_world	United Nations Headquarters	General Assembly Hall	green marble podium giant gold wall
283	real_world	Palace of Westminster	House of Commons chamber	green benches dispatch boxes
284	real_world	NASA Johnson Space Center	Apollo Mission Control room	rows of consoles giant screens
285	real_world	International Space Station	Cupola observatory	seven-window Earth view
286	real_world	Chernobyl Exclusion Zone	Pripyat Ferris wheel	abandoned yellow ferris wheel
287	real_world	RMS Titanic wreck	Titanic bow on the seafloor	rusted shipwreck deep ocean
288	real_world	Apollo 11	Moon landing site with Eagle lunar module	grey lunar surface American flag
289	real_world	New York City	Times Square at night	giant billboards crowded intersection
290	real_world	Tokyo	Shibuya Crossing	scramble crossing neon screens
291	real_world	Las Vegas	Las Vegas Strip at night	casino neon boulevard
292	real_world	Monaco	Casino Square and Hôtel de Paris	Monte Carlo luxury cars casino
293	real_world	Dubai	Burj Khalifa skyline	world tallest tower downtown
294	real_world	Paris	Eiffel Tower from Trocadéro	symmetrical plaza tower
295	real_world	Giza	Pyramids and Sphinx	Egypt desert monuments
296	real_world	Agra	Taj Mahal reflecting pool	white marble mausoleum
297	real_world	London	Abbey Road zebra crossing	Beatles crossing street
298	real_world	The Louvre	Mona Lisa gallery	painting behind glass crowd barrier
299	real_world	Vatican City	Sistine Chapel interior	Michelangelo ceiling frescoes
300	real_world	New York City	Grand Central Terminal main concourse	celestial ceiling clock
