collection,index,category,filename,commons_title,commons_page,source_url,author,license,license_url,description,original_width,original_height,saved_width,saved_height,sha256,phash,quality_score
luxury_motivation,11,tailoring,visual-harvest-400/luxury_motivation/011_tailoring_stephen-williams-mp-cropped.jpg,File:Stephen Williams MP (cropped).jpg,https://commons.wikimedia.org/wiki/File:Stephen_Williams_MP_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Stephen_Williams_MP_%28cropped%29.jpg/1920px-Stephen_Williams_MP_%28cropped%29.jpg,Policy Exchange,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,From our event Rule Britannia: How to realise the UK’s global growth potential,2473,3300,1049,1400,004c01f9239e1920a5203ad64a6c74b7922f10a4f93ccaaddcc88a9df8a5b29e,84edd22e71c33cc6,39.761
luxury_motivation,12,tailoring,visual-harvest-400/luxury_motivation/012_tailoring_cool-mild-camels-suit-me-best-says-noted-hat-designer-mary-goodfellow-.jpg,"File:Cool, mild Camels suit me best, says noted hat designer Mary Goodfellow, 1948.jpg","https://commons.wikimedia.org/wiki/File:Cool,_mild_Camels_suit_me_best,_says_noted_hat_designer_Mary_Goodfellow,_1948.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Cool%2C_mild_Camels_suit_me_best%2C_says_noted_hat_designer_Mary_Goodfellow%2C_1948.jpg/1920px-Cool%2C_mild_Camels_suit_me_best%2C_says_noted_hat_designer_Mary_Goodfellow%2C_1948.jpg,Internet Archive Book Images,Public domain,,"Cool, mild Camels suit me best, says noted hat designer Mary Goodfellow, 1948 Identifier : ladieshomejourna65janwyet ( find matches ) Title : The Ladies' home journal Year : 1889 ( 1880s ) Authors : Wyeth, N. C. (Newell Convers), 1882-1945 Subjects : Women's periodicals Janice Bluestein Longone Culinary Archive Publisher : Philadelphia : (s.n.) Contributing Library : Internet Archive Digitizing Sponsor : Internet Archive View Book Page : Book Viewer About This Book : Catalog Entry View All Images : All Images From Book Click here to view book online to see this illustration in context in a browseable online version of this book. Text Appearing Before Image: s agrees EXPERIENCE IS THE IKEST IIV* III IS• •in making a hat. ..in choosinga cigarette, too! Text Appearing After Image: Gibson Girl Sailorcomes a little after Easier. . . with your favoriteshantung or linen.A multicolor straw thatcarries its audacioushow knowingly. Sonnet Bonnet isas emphatically Americanas the Pilgrims original.Mary Goodfellowconcocted this IJIHversion oj white lacystraw and cabbage roses. I l4»sirii«Ml from experience that cool,miUI taiiMls suit iik* lnvst! Easter Coquette, of whiMary Goodfellow says:Experience has taught mithat the hat must be madethe face, /or the woman. . . for the occasion. ki :■:. says Mary Goodfellow Mary Goodfellow studied music and fine aits in Paris . .. stayed tolearn the hat business. Some years ... and much experience later -we find her here at the left in her Manhattan salon, creating bonnetafor American Beauties. My cigarette? queries Miss Goodfellow.A choice of experience too ... . Camel! I tried many different brands ,and I learned from experience that Camels suit me best! «e people are smolouig CAMELS1 ha 11 ever hefbre ! mm»><mmmn R. J. Note About Images Please note that these images are extracted from scanned page images that may have been digitally enhanced for readability - coloration and appearance of these illustrations may not perfectly resemble the original work.",3405,4637,1028,1400,08319f0c169ac7aa2bd8221e8dfa7a9001e1c25d943fc4f597f7c65892bb7788,df39e4c18146ef60,38.01
luxury_motivation,13,tailoring,visual-harvest-400/luxury_motivation/013_tailoring_suit-met-c-i-60-22-1c-s2.jpg,File:Suit MET C.I.60.22.1c S2.jpg,https://commons.wikimedia.org/wiki/File:Suit_MET_C.I.60.22.1c_S2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Suit_MET_C.I.60.22.1c_S2.jpg/1920px-Suit_MET_C.I.60.22.1c_S2.jpg,See Wikimedia Commons page,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,French; Suit;,1973,3114,887,1400,360bd60bb9d9790b9be52efe597b97dc01a1ef8bcfafc4223f46bf0bea7aa77f,bf98d86fd06e8148,24.686
luxury_motivation,14,tailoring,visual-harvest-400/luxury_motivation/014_tailoring_stephen-williams-mp.jpg,File:Stephen Williams MP.jpg,https://commons.wikimedia.org/wiki/File:Stephen_Williams_MP.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Stephen_Williams_MP.jpg/1920px-Stephen_Williams_MP.jpg,Policy Exchange,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,From our event Rule Britannia: How to realise the UK’s global growth potential,5184,3456,1400,933,3c4ef154ab2565dc5eeaf33f2718a597357a5d5e0a9adbe3517e044c6d346010,85fb067b688398e3,36.051
luxury_motivation,15,tailoring,visual-harvest-400/luxury_motivation/015_tailoring_harry-wheatcroft-wearing-suit.jpg,File:Harry Wheatcroft wearing suit.jpg,https://commons.wikimedia.org/wiki/File:Harry_Wheatcroft_wearing_suit.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Harry_Wheatcroft_wearing_suit.jpg/1920px-Harry_Wheatcroft_wearing_suit.jpg,East Riding Archives,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"A good example of 1960s fashion for elderly gentlemen, this bespoke tailored suit was designed specially for Harry Wheatcroft by John Brown of Beverley, and used to advertise the business.",2212,3356,923,1400,3ea731c5d1ec0fa1abdb8b90f155275ea4296b53439d7b50a477b728a5e9d85b,8e8f8e2798bd0e8c,48.568
luxury_motivation,16,tailoring,visual-harvest-400/luxury_motivation/016_tailoring_frederick-and-nelson-s-tailored-women-s-suits-1906-advert-361.jpg,File:Frederick and Nelson's Tailored Women's Suits (1906) (ADVERT 361).jpeg,https://commons.wikimedia.org/wiki/File:Frederick_and_Nelson%27s_Tailored_Women%27s_Suits_(1906)_(ADVERT_361).jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Frederick_and_Nelson%27s_Tailored_Women%27s_Suits_%281906%29_%28ADVERT_361%29.jpeg/1920px-Frederick_and_Nelson%27s_Tailored_Women%27s_Suits_%281906%29_%28ADVERT_361%29.jpeg,Frederick and Nelson,Public domain,,"In 1890, Frederick and Nelson began as a business selling used furniture. As the Seattle-based company grew, it added home delivery services, a tea room, and women's and men's clothing. Geographic coverage: United States Subjects (LCTGM): Suits (Clothing); Women--Clothing & dress Subjects (LCSH): Women's clothing; Clothing trade--Washington (State)--Seattle; Women in advertising Categories: Clothing trade; Beauty and fashion",2300,3267,986,1400,4ee5046ada596b9b17636d17d4df30e1d8a0490e57f572476b2c264f1ad409d2,bb3bc9e4206a0f1d,45.242
luxury_motivation,17,resort,visual-harvest-400/luxury_motivation/017_resort_villa-angelina-luxury-suites-infinity-pool.jpg,File:Villa Angelina Luxury Suites Infinity Pool.jpg,https://commons.wikimedia.org/wiki/File:Villa_Angelina_Luxury_Suites_Infinity_Pool.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Villa_Angelina_Luxury_Suites_Infinity_Pool.jpg/1920px-Villa_Angelina_Luxury_Suites_Infinity_Pool.jpg,Rio Ubatay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Infinity pool of Villa Angelina Luxury Suites,5616,3744,1400,933,5ed353fc01e430bf8718da6544f70c4708c5e99584781f0e83907140a4610141,8bcbb66c6ec983a0,41.166
luxury_motivation,18,resort,visual-harvest-400/luxury_motivation/018_resort_landscapes-resort-infrastructure-2.jpg,File:Landscapes & Resort Infrastructure 2.jpg,https://commons.wikimedia.org/wiki/File:Landscapes_%26_Resort_Infrastructure_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Landscapes_%26_Resort_Infrastructure_2.jpg/1920px-Landscapes_%26_Resort_Infrastructure_2.jpg,LuzViMindaLife,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,A wide-angle view of a luxury resort's infinity pool and expansive green lawn at the Lio Tourism Estate in Palawan.,4032,3024,1400,1050,440647e0fbaabfc4addb7e3100615a25f628e0b69bb25ecbac65ba9bbf22faf3,eda9b2d226145dc9,43.741
luxury_motivation,19,resort,visual-harvest-400/luxury_motivation/019_resort_infinity-mirror-hand-washing-sink-and-wardrobes-in-the-spa-of-amantaka.jpg,"File:Infinity mirror, hand-washing sink and wardrobes in the spa of Amantaka luxury Resort & Hotel in Luang Prabang Laos.jpg","https://commons.wikimedia.org/wiki/File:Infinity_mirror,_hand-washing_sink_and_wardrobes_in_the_spa_of_Amantaka_luxury_Resort_%26_Hotel_in_Luang_Prabang_Laos.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Infinity_mirror%2C_hand-washing_sink_and_wardrobes_in_the_spa_of_Amantaka_luxury_Resort_%26_Hotel_in_Luang_Prabang_Laos.jpg/1920px-Infinity_mirror%2C_hand-washing_sink_and_wardrobes_in_the_spa_of_Amantaka_luxury_Resort_%26_Hotel_in_Luang_Prabang_Laos.jpg,Basile Morin,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Infinity mirror , hand-washing sink and wardrobes in the spa of Amantaka luxury resort and hotel in Luang Prabang , Laos . Amantaka is one of the 34 properties operated by Aman Resorts , hospitality company founded by Indonesian hotelier Adrian Zecha in 1988, present in more than 20 countries. The hotel, located in a French colonial building, opened in September 2009. A boutique hotel, it contains 24 lavish suites, encircling a central courtyard and is designed with a mixture of traditional Lao furnishings and modern. The suites range in size from 70 to 120 square metres and include eight suites, four pool suites, eight Khan pool suites, two Mekong pool suites and two Amantaka pool suites. All of the rooms have a king-sized bed centre of the suites beneath a traditional high ceiling. They are painted in white and have mahogany or dark wood furnishings and windows. The rooms are reported to be between 1,100 USD and 1,900 USD a night.",4024,4024,1400,1400,b268cd254876ff75b44f306271d72f8d16eab8e9d0988bdcd175725ec48f7393,df83c868c1b1d4c7,48.071
luxury_motivation,20,resort,visual-harvest-400/luxury_motivation/020_resort_infinity-edge-pool-mauritius.jpg,"File:Infinity Edge Pool, Mauritius.JPG","https://commons.wikimedia.org/wiki/File:Infinity_Edge_Pool,_Mauritius.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Infinity_Edge_Pool%2C_Mauritius.JPG/1920px-Infinity_Edge_Pool%2C_Mauritius.JPG,Martin Falbisoner,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Infinity edge pool in a luxury resort, Mauritius",3222,4060,1111,1400,f5ebd4bb1f3d34db5715194418e10f60216a7bc418d456dcaef25159d6f2f8e5,b2c94d857243cbf4,36.328
luxury_motivation,21,marina,visual-harvest-400/luxury_motivation/021_marina_olta-maslinica-hrvatska-hafen-2012-f.jpg,File:Šolta Maslinica Hrvatska Hafen 2012 f.jpg,https://commons.wikimedia.org/wiki/File:%C5%A0olta_Maslinica_Hrvatska_Hafen_2012_f.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/%C5%A0olta_Maslinica_Hrvatska_Hafen_2012_f.jpg/1920px-%C5%A0olta_Maslinica_Hrvatska_Hafen_2012_f.jpg,Joadl,CC BY-SA 3.0 at,https://creativecommons.org/licenses/by-sa/3.0/at/deed.en,"The Port of Maslinica on the island Šolta / Croatia / Adriatic Sea / EU . Atmosphere at sunset, looking towards the south. In the background on the southern shore of the harbor is the Castle Martinis Marchi, built by Petar brothers (1706-1708), now a luxury hotel.",4349,3261,1400,1050,f8c4dfc40c81a58af006a3c012194fea3f4d43fa28279ed148c32143bcac89a6,809ce28afc35770f,40.074
luxury_motivation,22,mountain-success,visual-harvest-400/luxury_motivation/022_mountain-success_sunny-tree-11443186035.jpg,File:Sunny Tree (11443186035).jpg,https://commons.wikimedia.org/wiki/File:Sunny_Tree_(11443186035).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Sunny_Tree_%2811443186035%29.jpg/1920px-Sunny_Tree_%2811443186035%29.jpg,Bureau of Land Management Oregon and Washington,Public domain,,"The United States Congress designated the Hells Canyon Wilderness in 1975 and it now has a total of 217,927 acres. Idaho contains approximately 83,811 acres. Oregon contains approximately 134,116 acres. It is managed by the Bureau of Land Management and the Forest Service. Hells Canyon Wilderness is a subset of the Hells Canyon National Recreation Area (HCNRA), which straddles the border of northeastern Oregon and western Idaho. Split into two distinct halves by the Wild & Scenic Snake River, approximately one-third of HCNRA is designated Wilderness. A small portion of the Wilderness in Oregon is managed by the BLM. The Idaho side of the Wilderness is smaller than the Oregon side and encompasses the Seven Devils mountain range. The Wilderness stretches South from Pittsburg Landing for approximately 31 miles along the Snake River. On the Oregon side, the higher elevation areas are characteristic of rocky slopes and grasslands laced with 'stringer canyons' and groves composed of Douglas fir and ponderosa pine. The lower elevations are dominated by grassland benches with steep canyons and ravines dissecting the isolated Oregon-side. Two National trails are found at various elevations: Western Rim/Summit Ridge Recreation Trail at the upper elevation, and Nez Perce Historic Trail near the Snake River. Species of interest are Rocky Mountain Elk, bighorn sheep, mule deer, and chukar. Additional information about the Hells Canyon Wilderness, and all the other BLM Wilderness areas in Oregon/Washington, is available online at: www.blm.gov/or/resources/recreation/wilderness2.php",5184,3456,1400,933,199840bae3ba0f755af3591e1bded2087f79233720d753fbb47b41c5f7e68f10,97991c6ce2874f61,52.05
luxury_motivation,23,mountain-success,visual-harvest-400/luxury_motivation/023_mountain-success_cloudy-11443162304.jpg,File:Cloudy (11443162304).jpg,https://commons.wikimedia.org/wiki/File:Cloudy_(11443162304).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Cloudy_%2811443162304%29.jpg/1920px-Cloudy_%2811443162304%29.jpg,Bureau of Land Management Oregon and Washington,Public domain,,"The United States Congress designated the Hells Canyon Wilderness in 1975 and it now has a total of 217,927 acres. Idaho contains approximately 83,811 acres. Oregon contains approximately 134,116 acres. It is managed by the Bureau of Land Management and the Forest Service. Hells Canyon Wilderness is a subset of the Hells Canyon National Recreation Area (HCNRA), which straddles the border of northeastern Oregon and western Idaho. Split into two distinct halves by the Wild & Scenic Snake River, approximately one-third of HCNRA is designated Wilderness. A small portion of the Wilderness in Oregon is managed by the BLM. The Idaho side of the Wilderness is smaller than the Oregon side and encompasses the Seven Devils mountain range. The Wilderness stretches South from Pittsburg Landing for approximately 31 miles along the Snake River. On the Oregon side, the higher elevation areas are characteristic of rocky slopes and grasslands laced with 'stringer canyons' and groves composed of Douglas fir and ponderosa pine. The lower elevations are dominated by grassland benches with steep canyons and ravines dissecting the isolated Oregon-side. Two National trails are found at various elevations: Western Rim/Summit Ridge Recreation Trail at the upper elevation, and Nez Perce Historic Trail near the Snake River. Species of interest are Rocky Mountain Elk, bighorn sheep, mule deer, and chukar. Additional information about the Hells Canyon Wilderness, and all the other BLM Wilderness areas in Oregon/Washington, is available online at: www.blm.gov/or/resources/recreation/wilderness2.php",3456,5184,933,1400,4fe5ebae05d8e1f55b3a758bd995ab97d3a3940eec0557b7d22b4d5036f9761d,f0de0fe63ad0e109,34.95
luxury_motivation,24,mountain-success,visual-harvest-400/luxury_motivation/024_mountain-success_sunrise-11443056795.jpg,File:Sunrise (11443056795).jpg,https://commons.wikimedia.org/wiki/File:Sunrise_(11443056795).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Sunrise_%2811443056795%29.jpg/1920px-Sunrise_%2811443056795%29.jpg,Bureau of Land Management Oregon and Washington,Public domain,,"The United States Congress designated the Hells Canyon Wilderness in 1975 and it now has a total of 217,927 acres. Idaho contains approximately 83,811 acres. Oregon contains approximately 134,116 acres. It is managed by the Bureau of Land Management and the Forest Service. Hells Canyon Wilderness is a subset of the Hells Canyon National Recreation Area (HCNRA), which straddles the border of northeastern Oregon and western Idaho. Split into two distinct halves by the Wild & Scenic Snake River, approximately one-third of HCNRA is designated Wilderness. A small portion of the Wilderness in Oregon is managed by the BLM. The Idaho side of the Wilderness is smaller than the Oregon side and encompasses the Seven Devils mountain range. The Wilderness stretches South from Pittsburg Landing for approximately 31 miles along the Snake River. On the Oregon side, the higher elevation areas are characteristic of rocky slopes and grasslands laced with 'stringer canyons' and groves composed of Douglas fir and ponderosa pine. The lower elevations are dominated by grassland benches with steep canyons and ravines dissecting the isolated Oregon-side. Two National trails are found at various elevations: Western Rim/Summit Ridge Recreation Trail at the upper elevation, and Nez Perce Historic Trail near the Snake River. Species of interest are Rocky Mountain Elk, bighorn sheep, mule deer, and chukar. Additional information about the Hells Canyon Wilderness, and all the other BLM Wilderness areas in Oregon/Washington, is available online at: www.blm.gov/or/resources/recreation/wilderness2.php",5184,3456,1400,933,67b3e4ea8c4a9918ed27c13e290a8d515c1325c99804d9c8a8bcf03a960d8105,8feb708c68589771,46.588
luxury_motivation,25,mountain-success,visual-harvest-400/luxury_motivation/025_mountain-success_bieszczady-sunrise-from-chatka-puchatka-1.jpg,File:Bieszczady - sunrise from Chatka Puchatka (1).jpg,https://commons.wikimedia.org/wiki/File:Bieszczady_-_sunrise_from_Chatka_Puchatka_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Bieszczady_-_sunrise_from_Chatka_Puchatka_%281%29.jpg/1920px-Bieszczady_-_sunrise_from_Chatka_Puchatka_%281%29.jpg,Pudelek,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Bieszczady - mountains in Poland. Sunrise - view from the Chatka Puchatka hostel,3456,2304,1400,933,801db1497b640d66d374be50523de6c8578dd7bf1ea6ecd00f41d3ba9546840f,e9ce303baf90506b,48.204
luxury_motivation,26,mountain-success,visual-harvest-400/luxury_motivation/026_mountain-success_sunrise-11443137426.jpg,File:Sunrise (11443137426).jpg,https://commons.wikimedia.org/wiki/File:Sunrise_(11443137426).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Sunrise_%2811443137426%29.jpg/1920px-Sunrise_%2811443137426%29.jpg,BLM Oregon & Washington,Public domain,,"The United States Congress designated the Hells Canyon Wilderness in 1975 and it now has a total of 217,927 acres. Idaho contains approximately 83,811 acres. Oregon contains approximately 134,116 acres. It is managed by the Bureau of Land Management and the Forest Service. Hells Canyon Wilderness is a subset of the Hells Canyon National Recreation Area (HCNRA), which straddles the border of northeastern Oregon and western Idaho. Split into two distinct halves by the Wild & Scenic Snake River, approximately one-third of HCNRA is designated Wilderness. A small portion of the Wilderness in Oregon is managed by the BLM. The Idaho side of the Wilderness is smaller than the Oregon side and encompasses the Seven Devils mountain range. The Wilderness stretches South from Pittsburg Landing for approximately 31 miles along the Snake River. On the Oregon side, the higher elevation areas are characteristic of rocky slopes and grasslands laced with 'stringer canyons' and groves composed of Douglas fir and ponderosa pine. The lower elevations are dominated by grassland benches with steep canyons and ravines dissecting the isolated Oregon-side. Two National trails are found at various elevations: Western Rim/Summit Ridge Recreation Trail at the upper elevation, and Nez Perce Historic Trail near the Snake River. Species of interest are Rocky Mountain Elk, bighorn sheep, mule deer, and chukar. Additional information about the Hells Canyon Wilderness, and all the other BLM Wilderness areas in Oregon/Washington, is available online at: www.blm.gov/or/resources/recreation/wilderness2.php",5184,3456,1400,933,bde82e7c810f07ad9a096086676f6ab6675ef943d10aae98654e7cbc705f044a,f5f51e9ac260c199,43.91
